Date,Open,High,Low,Close,Volume,Days to Expiration
2024-04-11 13:00:00,6.72,6.97,6.72,6.9,6,42
2024-04-11 14:00:00,7.26,8.06,7.26,7.47,134,42
2024-04-11 15:00:00,7.08,7.08,7.02,7.02,25,42
2024-04-11 16:00:00,6.64,6.73,6.64,6.73,33,42
2024-04-11 17:00:00,6.5,6.5,5.64,5.67,96,42
2024-04-11 18:00:00,5.28,5.35,5.22,5.3,31,42
2024-04-11 19:00:00,5.22,5.38,5.15,5.37,23,42
2024-04-12 13:00:00,7.32,7.32,6.9,7.13,176,41
2024-04-12 14:00:00,7.86,8.72,7.71,8.72,64,41
2024-04-12 15:00:00,8.09,8.22,7.8,7.8,103,41
2024-04-12 16:00:00,8.02,9.43,8.02,9.32,76,41
2024-04-12 17:00:00,9.43,10.05,9.09,9.09,108,41
2024-04-12 18:00:00,9.48,9.48,8.89,9.22,23,41
2024-04-12 19:00:00,9.65,9.92,8.73,8.85,34,41
2024-04-15 13:00:00,6.54,6.83,6.47,6.49,20,38
2024-04-15 14:00:00,6.58,8.39,6.51,8.39,165,38
2024-04-15 15:00:00,8.47,8.55,7.89,7.89,66,38
2024-04-15 16:00:00,7.6,9.1,7.6,9,118,38
2024-04-15 17:00:00,8.77,11.4,8.77,11.1,206,38
2024-04-15 18:00:00,10.89,11.49,10.89,11.23,8,38
2024-04-15 19:00:00,11.6,12,11.6,11.85,171,38
2024-04-16 13:00:00,11.55,12.62,11.49,11.5,136,37
2024-04-16 14:00:00,11.92,12.81,11.37,12.81,143,37
2024-04-16 15:00:00,11.77,11.85,11.09,11.51,80,37
2024-04-16 16:00:00,11.96,11.96,11.28,11.6,190,37
2024-04-16 17:00:00,11.88,12.5,11.32,12.5,209,37
2024-04-16 18:00:00,11.37,12.49,10.89,10.89,29,37
2024-04-16 19:00:00,11.15,11.84,10.85,11.84,173,37
2024-04-17 13:00:00,10.55,10.97,10.55,10.97,3,36
2024-04-17 14:00:00,10.99,12.5,10.99,12.5,13,36
2024-04-17 15:00:00,12.25,13.15,12.25,12.83,8,36
2024-04-17 16:00:00,14,14,14,14,1,36
2024-04-17 17:00:00,13.94,13.94,12.51,12.51,28,36
2024-04-17 18:00:00,12.56,12.74,11.4,12.74,20,36
2024-04-17 19:00:00,13.05,13.5,12.95,13.45,50,36
2024-04-18 13:00:00,13.3,14,13.3,13.51,24,35
2024-04-18 14:00:00,12.79,12.79,11.81,11.81,105,35
2024-04-18 15:00:00,11.83,12.02,11.49,11.99,10,35
2024-04-18 16:00:00,12.3,12.73,12.3,12.73,109,35
2024-04-18 17:00:00,14.3,14.5,14,14.18,6,35
2024-04-18 18:00:00,13.93,14.28,13.59,14.28,6,35
2024-04-18 19:00:00,13.75,14.1,13.6,14.1,12,35
2024-04-19 13:00:00,14.43,14.56,13.95,13.95,10,34
2024-04-19 14:00:00,14.02,15.5,14.02,15.5,5,34
2024-04-19 15:00:00,15.13,15.46,15.06,15.46,44,34
2024-04-19 16:00:00,16.8,16.8,16.8,16.8,4,34
2024-04-19 17:00:00,15.5,15.75,15.05,15.05,3,34
2024-04-19 18:00:00,16,17.53,16,17.53,223,34
2024-04-19 19:00:00,17.33,17.78,17,17.78,12,34
2024-04-22 13:00:00,14.76,15.3,14.76,14.79,34,31
2024-04-22 14:00:00,14.67,15,14.67,15,3,31
2024-04-22 15:00:00,15.44,15.44,15.44,15.44,5,31
2024-04-22 16:00:00,14.72,14.72,14.15,14.31,3,31
2024-04-22 17:00:00,13.01,13.01,12.4,12.4,7,31
2024-04-22 18:00:00,12.18,12.18,11.67,12.17,4,31
2024-04-22 19:00:00,13.31,13.32,12.84,13.32,10,31
2024-04-23 13:00:00,11.82,11.82,11.4,11.44,3,30
2024-04-23 15:00:00,10.41,10.41,10.07,10.07,32,30
2024-04-23 17:00:00,9.82,9.82,9.24,9.24,11,30
2024-04-23 18:00:00,9.16,9.3,9.13,9.3,9,30
2024-04-23 19:00:00,9.38,9.43,9.32,9.32,3,30
2024-04-24 13:00:00,8.47,8.48,8.47,8.47,4,29
2024-04-24 14:00:00,8.79,8.79,8.79,8.79,3,29
2024-04-24 15:00:00,9.31,10.17,9.31,10.17,8,29
2024-04-24 16:00:00,10.23,10.64,10.17,10.63,18,29
2024-04-24 17:00:00,9.68,9.68,8.72,8.72,4,29
2024-04-24 18:00:00,9.42,9.42,9.42,9.42,1,29
2024-04-24 19:00:00,9.26,9.26,8.93,8.94,4,29
2024-04-25 13:00:00,14.24,14.24,13.5,13.5,16,28
2024-04-25 14:00:00,14.3,14.3,13.1,13.8,13,28
2024-04-25 15:00:00,13.65,13.65,13.65,13.65,100,28
2024-04-25 16:00:00,12.1,12.1,11.75,11.75,61,28
2024-04-25 17:00:00,12.08,12.08,11.25,11.25,40,28
2024-04-25 18:00:00,10.4,11.5,10.4,11.4,37,28
2024-04-25 19:00:00,11,11,9.98,10.03,20,28
2024-04-26 13:00:00,8.76,8.76,7.64,7.64,7,27
2024-04-26 14:00:00,7.5,7.5,7.26,7.3,87,27
2024-04-26 15:00:00,7.34,7.74,7.08,7.66,45,27
2024-04-26 16:00:00,7.47,7.53,7,7,14,27
2024-04-26 17:00:00,6.9,7.04,6.82,6.88,51,27
2024-04-26 18:00:00,6.99,7.33,6.88,6.88,23,27
2024-04-26 19:00:00,6.87,7.4,6.75,7.4,18,27
2024-04-29 13:00:00,6.43,6.86,6.16,6.75,272,24
2024-04-29 14:00:00,6.46,6.56,6.16,6.45,66,24
2024-04-29 15:00:00,6.55,6.69,6.42,6.64,30,24
2024-04-29 16:00:00,6.43,6.46,6.18,6.36,452,24
2024-04-29 17:00:00,6.41,6.46,6.09,6.15,51,24
2024-04-29 18:00:00,6.34,6.85,6.21,6.56,1111,24
2024-04-29 19:00:00,6.62,7.51,6.35,6.35,208,24
2024-04-30 13:00:00,6.93,7.09,6.51,6.7,61,23
2024-04-30 14:00:00,6.53,7.04,6.49,6.65,64,23
2024-04-30 15:00:00,7.25,8.23,7.25,7.94,43,23
2024-04-30 16:00:00,8.08,9.02,7.9,8.69,23,23
2024-04-30 17:00:00,8.72,9.03,8.24,8.24,22,23
2024-04-30 18:00:00,8,9.04,8,9.04,17,23
2024-04-30 19:00:00,8.8,10.44,8.8,10.44,65,23
2024-05-01 13:00:00,11.2,11.64,11.14,11.64,201,22
2024-05-01 14:00:00,11.59,11.59,11.42,11.42,4,22
2024-05-01 15:00:00,11.2,11.86,11.2,11.86,3,22
2024-05-01 16:00:00,11.6,11.74,11.6,11.74,3,22
2024-05-01 17:00:00,12.25,12.25,12.25,12.25,154,22
2024-05-01 18:00:00,11,11,7.57,7.57,40,22
2024-05-01 19:00:00,7.09,10.1,6.94,9.25,232,22
2024-05-02 13:00:00,9.77,10.31,9.77,10.31,7,21
2024-05-02 14:00:00,11.5,11.5,10.45,10.59,353,21
2024-05-02 15:00:00,10.35,10.55,9.98,10.55,6,21
2024-05-02 16:00:00,10.75,10.75,10.75,10.75,1,21
2024-05-02 17:00:00,9.58,9.58,9.47,9.47,5,21
2024-05-02 18:00:00,8.85,8.85,8.5,8.5,5,21
2024-05-02 19:00:00,8.52,9.15,8.52,9.15,3,21
2024-05-03 13:00:00,5.15,5.78,4.85,4.97,369,20
2024-05-03 14:00:00,4.71,6.25,4.71,5.93,269,20
2024-05-03 15:00:00,5.94,6.22,5.13,5.15,151,20
2024-05-03 16:00:00,5.22,5.35,4.95,5.33,175,20
2024-05-03 17:00:00,5.14,5.21,4.95,4.95,45,20
2024-05-03 18:00:00,4.95,4.96,4.74,4.89,156,20
2024-05-03 19:00:00,4.81,4.94,4.7,4.87,7829,20
