Date,Open,High,Low,Close,Volume,Days to Expiration
2024-04-04 13:00:00,1.56,1.56,1.56,1.56,20,49
2024-04-04 14:00:00,1.51,1.51,1.51,1.51,1,49
2024-04-04 16:00:00,1.46,1.46,1.46,1.46,1,49
2024-04-04 17:00:00,1.58,1.58,1.58,1.58,1,49
2024-04-04 18:00:00,2.3,2.3,2.12,2.2,41,49
2024-04-04 19:00:00,2.53,2.78,2.47,2.78,42,49
2024-04-05 13:00:00,2.75,2.75,2.46,2.46,25,48
2024-04-05 14:00:00,2.61,2.73,2.38,2.38,21,48
2024-04-05 16:00:00,2.09,2.09,2.06,2.06,7,48
2024-04-05 17:00:00,2.47,2.47,2.47,2.47,1,48
2024-04-05 18:00:00,2.45,2.54,2.33,2.54,22,48
2024-04-05 19:00:00,2.38,2.45,2.38,2.45,3,48
2024-04-08 13:00:00,2.14,2.2,2.1,2.1,13,45
2024-04-08 14:00:00,2.11,2.11,1.9,1.9,9,45
2024-04-08 15:00:00,1.91,2.03,1.91,2.03,8,45
2024-04-08 16:00:00,2.09,2.09,1.59,1.98,23,45
2024-04-08 17:00:00,1.99,1.99,1.99,1.99,100,45
2024-04-08 18:00:00,1.99,1.99,1.99,1.99,1,45
2024-04-08 19:00:00,1.92,1.98,1.92,1.98,23,45
2024-04-09 13:00:00,1.85,1.85,1.85,1.85,2,44
2024-04-09 14:00:00,1.97,2.52,1.97,2.52,51,44
2024-04-09 15:00:00,2.26,2.26,2.26,2.26,1,44
2024-04-09 16:00:00,2.05,2.19,2.05,2.19,11,44
2024-04-09 17:00:00,2.12,2.15,2.11,2.15,3,44
2024-04-09 18:00:00,2.1,2.17,2.1,2.17,2,44
2024-04-09 19:00:00,2.23,2.29,1.88,1.88,5,44
2024-04-10 13:00:00,2.53,2.65,2.53,2.65,11,43
2024-04-10 14:00:00,2.54,2.54,2.19,2.39,5,43
2024-04-10 15:00:00,2.27,2.5,2.27,2.47,6,43
2024-04-10 16:00:00,2.45,2.45,2.29,2.29,10,43
2024-04-10 17:00:00,2.48,2.7,2.27,2.49,14,43
2024-04-10 18:00:00,2.43,2.43,2.43,2.43,7,43
2024-04-10 19:00:00,2.52,2.52,2.38,2.38,3,43
2024-04-11 13:00:00,2.33,2.4,2.33,2.4,11,42
2024-04-11 14:00:00,2.53,2.7,2.53,2.7,13,42
2024-04-11 15:00:00,2.57,2.57,2.54,2.54,3,42
2024-04-11 17:00:00,2.03,2.03,1.96,1.96,7,42
2024-04-11 18:00:00,1.83,1.83,1.7,1.7,12,42
