Date,Open,High,Low,Close,Volume,Days to Expiration
2024-04-15 16:00:00,4.88,5.83,4.88,5.75,11,38
2024-04-15 17:00:00,5.78,7.7,5.78,7.11,153,38
2024-04-15 18:00:00,7.3,7.91,7.1,7.56,21,38
2024-04-15 19:00:00,7.53,8.26,7.53,7.95,116,38
2024-04-16 13:00:00,7.59,8.44,7.58,7.63,176,37
2024-04-16 14:00:00,7.91,8.4,7.65,8.24,37,37
2024-04-16 15:00:00,8.27,8.27,7.4,7.42,60,37
2024-04-16 16:00:00,7.94,7.94,7.49,7.52,29,37
2024-04-16 17:00:00,7.54,7.57,7.54,7.57,7,37
2024-04-16 18:00:00,6.72,8.3,6.72,7.04,46,37
2024-04-16 19:00:00,7.22,7.88,7.02,7.88,14,37
2024-04-17 13:00:00,6.79,6.98,6.61,6.98,26,36
2024-04-17 14:00:00,7.09,8,7.04,7.83,154,36
2024-04-17 15:00:00,7.85,8.76,7.85,8.39,76,36
2024-04-17 16:00:00,8.8,9.7,8.74,9.5,47,36
2024-04-17 17:00:00,9.32,9.32,8.01,8.03,114,36
2024-04-17 18:00:00,7.96,8.37,7.42,7.78,20,36
2024-04-17 19:00:00,8.4,8.67,8.4,8.53,17,36
2024-04-18 13:00:00,8.15,9.15,8.15,8.53,55,35
2024-04-18 14:00:00,8.71,8.71,7.23,7.38,78,35
2024-04-18 15:00:00,7.4,7.6,7.14,7.5,61,35
2024-04-18 16:00:00,7.4,8.57,7.35,8.51,116,35
2024-04-18 17:00:00,8.41,9.45,8.41,9.2,203,35
2024-04-18 18:00:00,9.12,9.5,8.77,9.33,49,35
2024-04-18 19:00:00,9.3,9.3,8.5,9.1,151,35
2024-04-19 13:00:00,9.33,9.38,8.58,8.8,469,34
2024-04-19 14:00:00,8.87,10,8.87,9.33,77,34
2024-04-19 15:00:00,9.6,10.09,9.2,9.95,135,34
2024-04-19 16:00:00,10.04,11.37,10.04,10.19,70,34
2024-04-19 17:00:00,10.01,10.41,9.52,9.99,61,34
2024-04-19 18:00:00,10.54,11.73,10.39,11.33,110,34
2024-04-19 19:00:00,11.56,11.89,10.91,11.12,80,34
2024-04-22 13:00:00,9.31,9.68,9.2,9.21,112,31
2024-04-22 14:00:00,9.27,10.1,9,10.1,192,31
2024-04-22 15:00:00,10.03,10.26,9.37,9.4,119,31
2024-04-22 16:00:00,9.14,9.24,8.72,8.78,17,31
2024-04-22 17:00:00,8.62,8.74,7.09,7.16,92,31
2024-04-22 18:00:00,7.33,7.55,6.85,7.27,171,31
2024-04-22 19:00:00,7.39,8.25,7.38,8.25,302,31
2024-04-23 13:00:00,6.96,7.08,6.15,6.35,80,30
2024-04-23 14:00:00,6.42,6.42,5.62,5.62,166,30
2024-04-23 15:00:00,5.98,5.98,5.68,5.93,345,30
2024-04-23 16:00:00,5.9,5.9,5.5,5.57,75,30
2024-04-23 17:00:00,5.64,5.75,5.22,5.24,113,30
2024-04-23 18:00:00,5.22,5.3,5.14,5.3,36,30
2024-04-23 19:00:00,5.3,5.39,5.14,5.14,103,30
2024-04-24 13:00:00,4.86,5,4.6,4.9,52,29
2024-04-24 14:00:00,4.94,5.38,4.66,5.33,6688,29
2024-04-24 15:00:00,5.28,5.9,5.26,5.83,464,29
2024-04-24 16:00:00,5.72,6.14,5.66,5.66,821,29
2024-04-24 17:00:00,5.65,5.65,4.82,4.86,139,29
2024-04-24 18:00:00,4.95,5.56,4.95,5.56,103,29
2024-04-24 19:00:00,5.56,5.63,4.9,5.05,451,29
2024-04-25 13:00:00,8.06,8.8,7.97,8.52,425,28
2024-04-25 14:00:00,8.64,9,7.75,8.43,446,28
2024-04-25 15:00:00,8.16,8.23,7.38,7.38,461,28
2024-04-25 16:00:00,7.41,7.48,6.6,6.75,562,28
2024-04-25 17:00:00,6.7,7.02,5.95,5.98,210,28
2024-04-25 18:00:00,6.01,6.7,5.9,6.66,97,28
2024-04-25 19:00:00,6.39,6.39,5.62,6.04,438,28
2024-04-26 13:00:00,4.74,4.94,4.14,4.2,659,27
2024-04-26 14:00:00,4.21,4.28,3.92,4.01,368,27
2024-04-26 15:00:00,3.99,4.29,3.82,4.03,237,27
2024-04-26 16:00:00,4.11,4.11,3.71,3.74,119,27
2024-04-26 17:00:00,3.68,3.76,3.67,3.68,99,27
2024-04-26 18:00:00,3.74,3.93,3.72,3.72,93,27
2024-04-26 19:00:00,3.62,3.89,3.54,3.86,123,27
2024-04-29 13:00:00,3.3,3.62,3.23,3.62,46,24
2024-04-29 14:00:00,3.43,3.44,3.17,3.39,100,24
2024-04-29 15:00:00,3.35,3.45,3.27,3.4,187,24
2024-04-29 16:00:00,3.28,3.28,3.19,3.26,37,24
2024-04-29 17:00:00,3.3,3.3,3.09,3.12,31,24
2024-04-29 18:00:00,3.25,3.45,3.2,3.35,63,24
2024-04-29 19:00:00,3.78,4.01,3.1,3.1,191,24
2024-04-30 13:00:00,3.48,3.62,3.32,3.4,157,23
2024-04-30 14:00:00,3.34,3.63,3.25,3.45,146,23
2024-04-30 15:00:00,3.51,4.38,3.51,4.17,264,23
2024-04-30 16:00:00,4.16,4.82,4.04,4.62,128,23
2024-04-30 17:00:00,4.67,4.81,4.24,4.27,163,23
2024-04-30 18:00:00,4.25,4.95,4.11,4.9,316,23
2024-04-30 19:00:00,4.68,5.89,4.61,5.89,1198,23
2024-05-01 13:00:00,6.09,6.61,5.95,6.48,145,22
2024-05-01 14:00:00,6.46,6.75,6.11,6.13,1153,22
2024-05-01 15:00:00,6.17,6.71,6.09,6.5,584,22
2024-05-01 16:00:00,6.71,6.76,6.23,6.54,184,22
2024-05-01 17:00:00,6.63,6.75,6.13,6.33,327,22
2024-05-01 18:00:00,6.08,6.37,3.66,3.66,1070,22
2024-05-01 19:00:00,3.6,6.32,3.4,6.32,3996,22
2024-05-02 13:00:00,4.74,5.83,4.57,5.83,198,21
2024-05-02 14:00:00,5.82,6.95,5.38,5.38,447,21
2024-05-02 15:00:00,5.48,5.63,5.1,5.21,256,21
2024-05-02 16:00:00,5.26,5.81,5.26,5.45,137,21
2024-05-02 17:00:00,5.34,5.34,4.6,4.83,367,21
2024-05-02 18:00:00,4.75,4.75,4.2,4.2,109,21
2024-05-02 19:00:00,4.18,4.75,4.08,4.58,82,21
2024-05-03 13:00:00,2.33,2.66,2.17,2.23,1145,20
2024-05-03 14:00:00,2.15,2.96,2.15,2.8,401,20
2024-05-03 15:00:00,2.73,2.87,2.31,2.32,161,20
2024-05-03 16:00:00,2.37,2.41,2.21,2.38,222,20
2024-05-03 17:00:00,2.31,2.33,2.2,2.21,178,20
2024-05-03 18:00:00,2.25,2.25,2.09,2.13,146,20
2024-05-03 19:00:00,2.13,2.14,2.04,2.08,255,20
