Date,Open,High,Low,Close,Volume,Days to Expiration
2024-04-19 19:00:00,1.11,1.15,1.04,1.12,62,34
2024-04-22 13:00:00,1.21,1.23,1.08,1.16,85,31
2024-04-22 14:00:00,1.13,1.15,1,1,95,31
2024-04-22 15:00:00,0.92,1.04,0.92,1.04,43,31
2024-04-22 16:00:00,1.08,1.12,1.02,1.08,155,31
2024-04-22 17:00:00,1.1,1.57,1.1,1.51,226,31
2024-04-22 18:00:00,1.51,1.66,1.43,1.48,121,31
2024-04-22 19:00:00,1.45,1.45,1.15,1.15,66,31
2024-04-23 13:00:00,1.44,1.7,1.41,1.68,241,30
2024-04-23 14:00:00,1.61,2.11,1.61,2.11,80,30
2024-04-23 15:00:00,1.91,2.08,1.9,1.92,57,30
2024-04-23 16:00:00,1.9,2.12,1.9,2.06,239,30
2024-04-23 17:00:00,1.98,2.1,1.93,2.09,23,30
2024-04-23 18:00:00,2.09,2.09,1.98,1.99,53,30
2024-04-23 19:00:00,1.94,1.94,1.81,1.91,112,30
2024-04-24 13:00:00,1.93,2.09,1.93,1.94,33,29
2024-04-24 14:00:00,2.03,2.03,1.71,1.74,56,29
2024-04-24 15:00:00,1.63,1.65,1.46,1.47,21,29
2024-04-24 16:00:00,1.47,1.56,1.47,1.54,38,29
2024-04-24 17:00:00,1.6,1.92,1.6,1.92,102,29
2024-04-24 18:00:00,1.8,1.8,1.58,1.58,169,29
2024-04-24 19:00:00,1.57,1.79,1.55,1.78,34,29
2024-04-25 13:00:00,0.92,0.95,0.87,0.93,163,28
2024-04-25 14:00:00,0.89,0.95,0.85,0.88,106,28
2024-04-25 15:00:00,0.93,0.97,0.91,0.91,241,28
2024-04-25 16:00:00,0.99,1.13,0.99,1.13,104,28
2024-04-25 17:00:00,1.13,1.37,1.08,1.34,265,28
2024-04-25 18:00:00,1.32,1.34,1.13,1.16,33,28
2024-04-25 19:00:00,1.31,1.37,1.24,1.27,44,28
2024-04-26 13:00:00,1.59,1.89,1.57,1.89,211,27
2024-04-26 14:00:00,2,2.07,1.89,2,56,27
2024-04-26 15:00:00,2.1,2.18,1.94,2.05,77,27
2024-04-26 16:00:00,1.98,2.2,1.98,2.2,120,27
2024-04-26 17:00:00,2.21,2.29,2.17,2.2,181,27
2024-04-26 18:00:00,2.12,2.12,2.07,2.07,51,27
2024-04-26 19:00:00,2.08,2.13,1.86,1.87,178,27
2024-04-29 13:00:00,2.1,2.23,1.92,1.95,95,24
2024-04-29 14:00:00,2.03,2.16,1.99,2.01,74,24
2024-04-29 15:00:00,1.97,1.97,1.81,1.93,19,24
2024-04-29 16:00:00,1.99,2.03,1.97,1.97,8,24
2024-04-29 17:00:00,1.94,2.08,1.92,2.05,22,24
2024-04-29 18:00:00,2,2,1.74,1.82,26,24
2024-04-29 19:00:00,1.64,1.9,1.49,1.9,28,24
2024-04-30 13:00:00,1.57,1.65,1.55,1.62,132,23
2024-04-30 14:00:00,1.71,1.71,1.5,1.56,24,23
2024-04-30 15:00:00,1.45,1.45,1.24,1.25,37,23
2024-04-30 16:00:00,1.31,1.34,1.11,1.14,37,23
2024-04-30 17:00:00,1.1,1.19,1.1,1.19,111,23
2024-04-30 18:00:00,1.17,1.17,1,1.01,58,23
2024-04-30 19:00:00,1.05,1.06,0.81,0.81,123,23
2024-05-01 13:00:00,0.72,0.74,0.66,0.66,137,22
2024-05-01 14:00:00,0.7,0.7,0.65,0.68,14,22
2024-05-01 15:00:00,0.7,0.71,0.64,0.64,118,22
2024-05-01 16:00:00,0.61,0.65,0.59,0.65,33,22
2024-05-01 17:00:00,0.64,0.73,0.64,0.65,4,22
2024-05-01 18:00:00,0.71,1.2,0.7,1.18,68,22
2024-05-01 19:00:00,1.3,1.3,0.57,0.57,151,22
2024-05-02 13:00:00,0.83,0.83,0.63,0.63,30,21
2024-05-02 14:00:00,0.56,0.66,0.53,0.63,60,21
2024-05-02 15:00:00,0.64,0.69,0.64,0.69,325,21
2024-05-02 16:00:00,0.67,0.67,0.62,0.62,54,21
2024-05-02 17:00:00,0.67,0.75,0.67,0.75,576,21
2024-05-02 18:00:00,0.77,0.95,0.77,0.95,120,21
2024-05-02 19:00:00,0.89,1,0.8,0.82,78,21
2024-05-03 13:00:00,1.57,1.77,1.34,1.76,62,20
2024-05-03 14:00:00,1.63,1.63,1.22,1.31,101,20
2024-05-03 15:00:00,1.28,1.47,1.24,1.47,387,20
2024-05-03 16:00:00,1.54,1.6,1.46,1.46,638,20
2024-05-03 17:00:00,1.56,1.67,1.56,1.64,2014,20
2024-05-03 18:00:00,1.68,1.78,1.66,1.66,121,20
2024-05-03 19:00:00,1.61,1.65,1.53,1.54,18,20
