,open
2014-01-01,
2014-01-02,1.0135399036583779
2014-01-03,1.0592891550579353
2014-01-04,1.0792474938159096
2014-01-05,1.161801848717615
2014-01-06,1.2544981122249708
2014-01-07,1.1846113787267283
2014-01-08,1.0857440437443042
2014-01-09,1.0964718135659421
2014-01-10,1.092435880744695
2014-01-11,1.1625569587293325
2014-01-12,1.1555266241374824
2014-01-13,1.089845072256217
2014-01-14,1.095248014581435
2014-01-15,1.1135008462439788
2014-01-16,1.1105585210259084
2014-01-17,1.0724905611248539
2014-01-18,1.0838172113006124
2014-01-19,1.0932951438614769
2014-01-20,1.1370394479885437
2014-01-21,1.127249056112486
2014-01-22,1.110167946881917
2014-01-23,1.0904179143340715
2014-01-24,1.0456971748470256
2014-01-25,1.0773727379247497
2014-01-26,1.129358156490041
2014-01-27,1.1040489519593808
2014-01-28,1.045059237078506
2014-01-29,1.0700039057414403
2014-01-30,1.0635203749511786
2014-01-31,1.0700690014321055
2014-02-01,1.0915505793516473
2014-02-02,1.0873714360109366
2014-02-03,1.0655904179143345
2014-02-04,1.0816950917849244
2014-02-05,1.0779195417263383
2014-02-06,1.0414138784012503
2014-02-07,0.9471553183179279
2014-02-08,0.9107668272360374
2014-02-09,0.890509048301003
2014-02-10,0.8678297096732202
2014-02-11,0.89518291889077
2014-02-12,0.8598880354120562
2014-02-13,0.8346048691576621
2014-02-14,0.8101158703293846
2014-02-15,0.8437052467126679
2014-02-16,0.824033328993621
2014-02-17,0.8182658508006773
2014-02-18,0.817719046999089
2014-02-19,0.8127457362322618
2014-02-20,0.7781148287983338
2014-02-21,0.7331467256867599
2014-02-22,0.7521807056372871
2014-02-23,0.8037495117823205
2014-02-24,0.7438354380939987
2014-02-25,0.6542507486004431
2014-02-26,0.7453586772555661
2014-02-27,0.7540554615284474
2014-02-28,0.7390704335373003
2014-03-01,0.7296315583908349
2014-03-02,0.7324827496419742
2014-03-03,0.7831402161176936
2014-03-04,0.877359718786617
2014-03-05,0.8602916286941811
2014-03-06,0.860304647832314
2014-03-07,0.8370785054029428
2014-03-08,0.8065746647571934
2014-03-09,0.8164561906001826
2014-03-10,0.8204660851451637
2014-03-11,0.8164171331857835
2014-03-12,0.8288764483791176
2014-03-13,0.8309855487566725
2014-03-14,0.8244629605520116
2014-03-15,0.8252571279781281
2014-03-16,0.824046348131754
2014-03-17,0.8135008462439789
2014-03-18,0.7998698086186696
2014-03-19,0.7998307512042705
2014-03-20,0.7778414268975397
2014-03-21,0.7585731024606173
2014-03-22,0.735333940893113
2014-03-23,0.7357765915896369
2014-03-24,0.7340450462179406
2014-03-25,0.7529748730634035
2014-03-26,0.7568024996745217
2014-03-27,0.7036323395391229
2014-03-28,0.6541465954953785
2014-03-29,0.6495508397344099
2014-03-30,0.6106366358547066
2014-03-31,0.5956646270016926
2014-04-01,0.6204530660070305
2014-04-02,0.6072256216638461
2014-04-03,0.5641192553052989
2014-04-04,0.5767868767087619
2014-04-05,0.5874886082541337
2014-04-06,0.59876318187736
2014-04-07,0.5917328472855099
2014-04-08,0.5890769431063666
2014-04-09,0.585197239942716
2014-04-10,0.5322093477411797
2014-04-11,0.5258429891941154
2014-04-12,0.554289806014842
2014-04-13,0.5421559692748342
2014-04-14,0.5802239291758887
2014-04-15,0.6333810701731547
2014-04-16,0.672555656815519
2014-04-17,0.6579481838302306
2014-04-18,0.6323525582606433
2014-04-19,0.6397474287202188
2014-04-20,0.6533133706548627
2014-04-21,0.6514255956255697
2014-04-22,0.6439786486134619
2014-04-23,0.637703424033329
2014-04-24,0.6383283426637157
2014-04-25,0.603502148157792
2014-04-26,0.5938419476630648
2014-04-27,0.58781408670746
2014-04-28,0.567673480015623
2014-04-29,0.5788569196719179
2014-04-30,0.5803801588334855
2014-05-01,0.5911730243457886
2014-05-02,0.584715531831793
2014-05-03,0.5740658768389535
2014-05-04,0.5661502408540557
2014-05-05,0.5630647051165215
2014-05-06,0.5592761359198023
2014-05-07,0.5684025517510742
2014-05-08,0.5757453456581176
2014-05-09,0.5797942976174979
2014-05-10,0.5876969144642626
2014-05-11,0.5792865512303087
2014-05-12,0.5720088530139307
2014-05-13,0.5728290587163132
2014-05-14,0.5773206613722174
2014-05-15,0.582398125244109
2014-05-16,0.5834005988803543
2014-05-17,0.584962895456321
2014-05-18,0.5827626611118345
2014-05-19,0.5798724124462962
2014-05-20,0.6048301002473638
2014-05-21,0.6394479885431588
2014-05-22,0.6616456190600185
2014-05-23,0.6875276656685332
2014-05-24,0.6783491732847289
2014-05-25,0.7278349173284732
2014-05-26,0.7545892461919025
2014-05-27,0.7471032417653956
2014-05-28,0.7448899882827761
2014-05-29,0.7395391225100901
2014-05-30,0.7678297096732201
2014-05-31,0.803163650566333
2014-06-01,0.8391485483660986
2014-06-02,0.8274573623226148
2014-06-03,0.8622575185522724
2014-06-04,0.8355682853795084
2014-06-05,0.8483400598880362
2014-06-06,0.8547715141257657
2014-06-07,0.8502538731935955
2014-06-08,0.8544069782580402
2014-06-09,0.8469209738315333
2014-06-10,0.8508006769951839
2014-06-11,0.8416482228876458
2014-06-12,0.8150891810962124
2014-06-13,0.780119776070825
2014-06-14,0.7548496289545641
2014-06-15,0.7395000650956915
2014-06-16,0.7779195417263387
2014-06-17,0.7808748860825423
2014-06-18,0.7942325218070574
2014-06-19,0.7904179143340722
2014-06-20,0.7748340059888046
2014-06-21,0.7737013409712288
2014-06-22,0.7838562687150122
2014-06-23,0.7729332118213786
2014-06-24,0.770928264548888
2014-06-25,0.7489779976565563
2014-06-26,0.7464132274443444
2014-06-27,0.7635724515037116
2014-06-28,0.7800026038276278
2014-06-29,0.7802629865902889
2014-06-30,0.8091915115219385
2014-07-01,0.8469209738315336
2014-07-02,0.8428590027340204
2014-07-03,0.8407759406327314
2014-07-04,0.8323785965369106
2014-07-05,0.8215336544720752
2014-07-06,0.8258950657466487
2014-07-07,0.8183700039057427
2014-07-08,0.8124983726077346
2014-07-09,0.8136831141778427
2014-07-10,0.8068871240723876
2014-07-11,0.8110662674130985
2014-07-12,0.8220414008592644
2014-07-13,0.8182398125244121
2014-07-14,0.8094388751464665
2014-07-15,0.8106366358547076
2014-07-16,0.8058846504361423
2014-07-17,0.806014841817473
2014-07-18,0.8117562817341504
2014-07-19,0.8167686499153769
2014-07-20,0.8138393438354393
2014-07-21,0.8088139565160799
2014-07-22,0.8105324827496433
2014-07-23,0.8094649134227327
2014-07-24,0.7941804452545254
2014-07-25,0.7832443692227586
2014-07-26,0.7768910298138275
2014-07-27,0.7756281734149211
2014-07-28,0.7608905090483022
2014-07-29,0.7616195807837532
2014-07-30,0.7533133706548638
2014-07-31,0.7505012368181239
2014-08-01,0.7692357765915908
2014-08-02,0.7689363364145305
2014-08-03,0.7623486525192044
2014-08-04,0.7644707720348926
2014-08-05,0.7638198151282398
2014-08-06,0.7620882697565434
2014-08-07,0.7642364275484975
2014-08-08,0.7723603697435243
2014-08-09,0.7674261163910963
2014-08-10,0.7685848196849383
2014-08-11,0.7629735711495912
2014-08-12,0.7427157922145567
2014-08-13,0.7193204009894557
2014-08-14,0.6770732977476902
2014-08-15,0.6592110402291379
2014-08-16,0.6528056242676746
2014-08-17,0.6539903658377826
2014-08-18,0.613826324697306
2014-08-19,0.615909386798595
2014-08-20,0.6383674000781159
2014-08-21,0.6771383934383556
2014-08-22,0.666944408280173
2014-08-23,0.6552271839604229
2014-08-24,0.6562426767348013
2014-08-25,0.6548496289545644
2014-08-26,0.6613071214685601
2014-08-27,0.6701731545371709
2014-08-28,0.665277958599142
2014-08-29,0.6611118343965642
2014-08-30,0.6569977867465187
2014-08-31,0.6378205962765278
2014-09-01,0.6241114438224201
2014-09-02,0.622444994141389
2014-09-03,0.6230178362192433
2014-09-04,0.6299309985678958
2014-09-05,0.6340450462179413
2014-09-06,0.6320270798073176
2014-09-07,0.6324567113657086
2014-09-08,0.6192292670225241
2014-09-09,0.6141778414268986
2014-09-10,0.6265069652389023
2014-09-11,0.6232782189819045
2014-09-12,0.6207655253222247
2014-09-13,0.6231480276005739
2014-09-14,0.6226142429371186
2014-09-15,0.6209477932560875
2014-09-16,0.6141127457362333
2014-09-17,0.6004035932821258
2014-09-18,0.5739487045957568
2014-09-19,0.5291628694180455
2014-09-20,0.5346178882957958
2014-09-21,0.5226012237989855
2014-09-22,0.5239421950266903
2014-09-23,0.5319489649785195
2014-09-24,0.55615154276787
2014-09-25,0.5385236297357128
2014-09-26,0.5292800416612433
2014-09-27,0.5247103241765407
2014-09-28,0.5100117172243209
2014-09-29,0.4935555266241386
2014-09-30,0.496003124593153
2014-10-01,0.5015753157141007
2014-10-02,0.4943106366358558
2014-10-03,0.4825934123161057
2014-10-04,0.4520635333940903
2014-10-05,0.41386538211170504
2014-10-06,0.42306991277177536
2014-10-07,0.43073818513214523
2014-10-08,0.4411144382241905
2014-10-09,0.4726467907824512
2014-10-10,0.4728030204400479
2014-10-11,0.47029032678036814
2014-10-12,0.47358416872803116
2014-10-13,0.49346439265720704
2014-10-14,0.5233823720869689
2014-10-15,0.5140867074599672
2014-10-16,0.5050904830100258
2014-10-17,0.4957948183830241
2014-10-18,0.5035542247103252
2014-10-19,0.508670745996616
2014-10-20,0.4999088660330696
2014-10-21,0.5036063012628574
2014-10-22,0.5018487176148949
2014-10-23,0.48129149850280006
2014-10-24,0.46717875276656773
2014-10-25,0.45731024606171156
2014-10-26,0.4588855617758113
2014-10-27,0.4619060018226802
2014-10-28,0.46428850410102934
2014-10-29,0.45378205962765344
2014-10-30,0.4420778544460364
2014-10-31,0.4456711365707598
2014-11-01,0.43060799375081443
2014-11-02,0.4236557739877628
